Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480999947,1.50999999,1.460000038,1.36500001,1.26699996,1.177000046,1.077999949,0.987999976,0.91900003,0.829999983,0.750999987,0.689999998,0.734000027,0.764999986,0.791000009,0.796000004,0.80400002,0.833999991,0.967000008,1.039999962,2.645999908,2.660000086,2.677000046,2.621000051,2.582000017,2.536999941,2.459000111,2.385999918,2.232000113,2.023000002
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.483999968,2.513000011,2.569000006,2.579999924,2.546999931,2.519999981,2.477999926,2.440000057,2.523999929,2.569999933,2.625999928,2.717000008,2.779999971,3.372999907,4,3.63499999,3.299999952,3.605999947,4.243999958,4.717000008,5.143000126,5.600999832,6.086999893,6.479000092,6.418000221,6.343999863,6.21600008,6.093999863,6.263999939,6.414000034
Bangladesh,BGD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200000048,2.26699996,2.359999895,2.411999941,2.457999945,2.50999999,2.680999994,2.862999916,3.085000038,3.269999981,3.585999966,3.963999987,4.320000172,4.293000221,4.25,3.59100008,3.888000011,4.267000198,5,3.378999949,3.704999924,4.054999828,4.426000118,4.394999981,4.377999783,4.349999905,4.372000217,4.281000137,4.190000057,4.151000023
Bulgaria,BGR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.39099979,13.47900009,13.65200043,13.68500042,13.69400024,13.72099972,13.69999981,12.19999981,14.10000038,16.21800041,19.92099953,18.10899925,13.7329998,12.0369997,10.08300018,8.951000214,6.877999783,5.609000206,6.816999912,10.27900028,11.26000023,12.27000046,12.94099998,11.42399979,9.142999649,7.574999809,6.164000034,5.210999966,4.340000153,3.849999905
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.050999999,1.016000032,1.452000022,1.335000038,1.427000046,1.383999944,1.246999979,1.279000044,1.674999952,1.465999961,1.478000045,1.203999996,1.228000045,1.297999978,0.998000026,0.824999988,0.640999973,0.609000027,1.080000043,1.129999995,1.274000049,1.200000048,1.322999954,1.169999957,1.129999995,0.91900003,0.700999975,0.649999976,0.713999987,0.763000011
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.17000008,14.81000042,12.72000027,13.82999992,10.82999992,11.46000004,9.760000229,7.650000095,7.449999809,6.961999893,6.869999886,9.050000191,10.84000015,10.19999981,10.19999981,7.539999962,7.880000114,8.180000305,14.25,14.83600044,14.52000046,14.02000046,16.18000031,13.80000019,12,12.69999981,9.800000191,10,10.35999966,11.27000046
Bosnia and Herzegovina,BIH,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54999924,18.41300011,19.37999916,20.23999977,21.09600067,21.98900032,22.84799957,23.73800087,24.76000023,25.65500069,26.60199928,27.70400047,28.70999908,29.59399986,30.4470005,31.11000061,28.98399925,23.40500069,24.06800079,27.31200027,27.58200073,28.01000023,27.45000076,27.5170002,27.69400024,25.40800095,20.52700043,18.39999962,18.42499924,18.43799973
Belarus,BLR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.600000024,3.099999905,8.5,12.80000019,17.70000076,24.39999962,17.10000038,14,12.80000019,12.0010004,11.25500011,10.61800003,9.927000046,9.18599987,8.460000038,7.68900013,6.981999874,6.390999794,6.099999905,6.125999928,6.09800005,6.078000069,6.063000202,5.980999947,5.914000034,5.840000153,5.650000095,4.760000229,4.59499979,4.625
Belize,BLZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.585000038,9.651000023,9.779999733,11.10000038,12.47999954,13.81999969,12.68000031,14.31000042,12.84000015,10.85999966,9.069999695,10.03999996,10.38599968,10.6590004,10.90999985,9.390000343,8.510000229,8.180000305,8.458999634,8.479999542,8.425999641,8.385000229,8.348999977,8.244000435,7.578000069,7,6.59499979,6.512000084,6.413000107,6.356999874
Bermuda,BMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.734999895,2.775000095,2.857000113,2.871000051,2.875,2.885999918,2.874000072,2.869999886,2.911000013,2.892999887,2.890000105,2.934999943,2.938999891,2.895999908,2.84100008,2.729000092,2.63499999,2.602999926,2.862999916,2.552000046,2.219000101,2.048000097,2.394000053,2.006999969,3.065999985,3.525000095,3.670000076,3.53399992,3.497999907,3.450000048
Brazil,BRA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.372000217,6.420000076,6.03000021,6.229000092,6.421000004,7.252999783,8.157999992,9.423000336,10.20800018,9.895000458,9.609999657,9.37100029,9.991000175,9.104999542,9.56799984,8.638999939,8.326999664,7.342999935,8.522000313,7.736000061,6.916999817,7.18599987,6.975999832,6.660999775,8.427000046,11.60000038,12.82199955,12.33399963,12.08300018,11.9659996
Barbados,BRB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00399971,22.94000053,24.54000092,22.97999954,19.65999985,14.71000004,14.60999966,12.39999962,10.60999966,9.350000381,9.850000381,10.31999969,11,9.569999695,9.079999924,8.729999542,7.409999847,8.119999886,10.02000046,10.68999958,11.18999958,11.59000015,11.55000019,12.17000008,11.35000038,9.720000267,9.76099968,9.385000229,10.33100033,10.93799973
Brunei Darussalam,BRN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.699999809,4.981999874,5.396999836,5.611999989,5.703999996,5.671000004,5.626999855,5.717000008,5.809999943,5.652999878,5.751999855,5.925000191,5.980000019,5.840000153,5.663000107,5.392000198,5.151000023,5.157999992,6.420000076,6.743000031,6.693999767,6.90500021,7.125999928,6.965000153,7.914000034,8.711000443,9.315999985,8.862000465,9.116999626,9.043999672
Bhutan,BTN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.337000012,1.355999947,1.391000032,1.398000002,1.399999976,1.406000018,1.401000023,1.399999976,1.399999976,1.636999965,1.899999976,1.861999989,1.799999952,2.49000001,3.099999905,3.130000114,3.700000048,3.663000107,3.960000038,3.319999933,3.230000019,2.049999952,2.869999886,2.630000114,2.450000048,2.415999889,2.35800004,2.302999973,2.342000008,2.390000105
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.81999969,16.08499908,18.62199974,21.20000076,21.37899971,21.57999992,21.20999908,20.86000061,18.34900093,15.88000011,18.54000092,21.13500023,23.79999924,21.76600075,19.79999924,17.79999924,16.97200012,16.30800056,16.16900063,17.86000061,17.86499977,17.88899994,17.92099953,17.81900024,17.74699974,17.6590004,17.50499916,17.35300064,18.19300079,18.72100067
Central African Republic,CAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.773999929,3.819999933,3.911999941,3.927999973,3.931999922,3.944999933,3.931999922,3.927000046,3.97300005,3.953000069,3.950000048,4.000999928,4.006000042,3.957000017,3.895999908,3.769000053,3.661000013,3.625,3.867000103,3.927000046,3.928999901,3.940000057,3.95600009,3.90199995,3.864000082,3.819000006,3.74000001,3.664000034,3.680000067,3.696000099
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31599998,11.19699955,11.37699986,10.39500046,9.48900032,9.619999886,9.100999832,8.277999878,7.583000183,6.828999996,7.218999863,7.664999962,7.573999882,7.184999943,6.757999897,6.320000172,6.035999775,6.137000084,8.343999863,8.055999756,7.511000156,7.291999817,7.073999882,6.914000034,6.906000137,6.999000072,6.340000153,5.830999851,5.56400013,5.412000179
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16268885,9.937524836,11.20317884,11.3189081,10.90643936,10.15253339,9.163750862,8.950733965,10.38412878,12.434515,13.22777008,13.74341275,12.95827485,12.9349665,12.0548985,10.10532106,7.808810528,6.60450474,8.488344629,9.899988618,9.789357528,9.977712216,10.04467346,8.949807285,7.814781162,6.487662204,5.293337874,4.312452102,3.870378192,3.641847787
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.77699995,2.811000109,3.717000008,3.878999949,3.326999903,3.704999924,4.203999996,3.596999884,3.144999981,2.665999889,2.49000001,2.924000025,4.116000175,4.315999985,4.436999798,4,3.65199995,3.349999905,4.116000175,4.80700016,4.407999992,4.485000134,4.747000217,4.826000214,4.801000118,4.918000221,4.796999931,4.712999821,4.580999851,4.848999977
Channel Islands,CHI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.973999977,8.159999847,8.430000305,8.454999924,8.430999756,8.375,8.293000221,8.18900013,8.256999969,8.210000038,8.152000427,8.225000381,8.267000198,8.156000137,8.001000404,7.706999779,7.438000202,7.440000057,8.225000381,8.397999763,8.378000259,8.463999748,8.520999908,8.291999817,8.083999634,7.857999802,7.622000217,7.409999847,7.486999989,7.534999847
Chile,CHL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.230000019,4.349999905,4.489999771,5.869999886,4.699999809,7.414000034,7.136000156,7.30700016,11.15799999,10.49100018,10.39000034,10.16800022,9.765000343,10.1619997,9.340000153,9.024000168,8.427000046,9.284999847,11.31299973,8.423999786,7.343999863,6.65899992,6.214000225,6.664999962,6.507999897,6.737999916,6.958000183,7.232999802,7.090000153,7.096000195
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.371000051,2.374000072,2.687000036,2.897000074,3.003999949,3.118000031,3.23300004,3.243000031,3.252000093,3.260999918,3.802000046,4.243000031,4.581999779,4.493999958,4.514999866,4.431000233,4.347000122,4.586999893,4.71999979,4.526000023,4.547999859,4.570000172,4.590000153,4.609000206,4.629000187,4.534999847,4.440999985,4.276000023,4.320000172,4.369999886
Cote d'Ivoire,CIV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.631000042,6.699999809,5.839000225,4.938000202,4.099999905,4.112999916,4.103000164,4.099999905,4.334000111,4.514999866,4.715000153,4.974999905,5.193999767,5.357999802,5.506000042,5.572999954,5.653999805,5.823999882,6.381999969,6.704999924,6.953999996,7.22300005,4.254000187,3.647000074,3.101999998,2.598999977,3.273000002,3.210000038,3.316999912,3.423000097
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.777999878,7.852000237,8,8.027999878,8.036999702,8.06000042,7.916999817,7.787000179,7.735000134,7.585000038,7.460000038,6.703000069,5.923999786,5.138000011,4.400000095,3.690999985,3.062999964,3.296000004,3.766000032,4.110000134,3.969000101,3.836999893,3.710999966,3.53399992,3.506000042,3.471999884,3.414000034,3.357000113,3.380000114,3.427999973
"Congo, Dem. Rep.",COD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.755000114,2.788000107,2.851999998,2.864000082,2.868000031,2.877000093,2.868999958,2.865999937,2.898999929,2.885999918,2.884000063,2.920000076,2.924000025,2.891000032,2.848999977,2.960999966,3.08100009,3.256999969,3.687000036,3.976999998,4.222000122,4.485000134,4.502999783,4.445000172,4.406000137,4.356999874,4.272999763,4.19299984,4.236000061,4.25
"Congo, Rep.",COG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.47400093,19.58499908,19.8029995,19.84399986,19.8560009,19.88899994,19.86100006,19.85199928,19.96100044,19.91900063,19.91300011,20.03499985,20.04800034,19.93799973,19.79599953,18.56399918,17.41600037,16.46299934,16.10000038,13.97200012,11.89700031,10,10.02000046,9.956000328,9.911999702,9.857999802,9.762999535,9.670000076,9.472000122,9.281999588
Colombia,COL,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.11999989,9.43999958,7.800000191,8.25,8.720000267,11.81000042,12.14000034,15,20.05999947,20.52000046,15.03999996,15.63300037,14.18900013,13.71700001,11.86999989,11.52600002,11.20400047,11.27299976,12.06599998,10.98400021,10.11100006,9.739999771,9.052000046,8.57199955,8.298999786,8.692000389,8.871999741,9.111000061,9.706999779,9.744000435
Comoros,COM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.380000114,4.425000191,4.515999794,4.532000065,4.537000179,4.551000118,4.539999962,4.535999775,4.580999851,4.563000202,4.56099987,4.611999989,4.617000103,4.571000099,4.513000011,4.390999794,4.288000107,4.254000187,4.488999844,4.547999859,4.551000118,4.563000202,4.578999996,4.527999878,4.493000031,4.449999809,4.375,4.302000046,4.335999966,4.366000175
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42599964,10.49199963,10.62100029,10.64500046,10.65200043,10.67199993,10.65600014,10.64999962,10.7159996,10.69099998,10.68799973,10.76000023,10.76799965,10.70300007,10.61900043,10.44299984,10.28999996,10.23900032,10.58500004,10.67000008,10.93500042,11.21800041,11.51099968,11.69799995,11.9090004,12.10599995,12.23999977,12.17000008,12.2489996,12.31799984
Costa Rica,CRI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.373000145,3.927000046,3.953999996,4.045000076,5.176000118,6.162000179,5.681000233,5.327000141,5.894999981,5.081999779,5.914999962,6.334000111,6.558000088,6.390999794,6.571000099,5.739999771,4.489999771,4.781000137,7.712999821,7.171000004,10.13899994,9.784000397,8.767999649,9.059000015,8.998999596,8.597999573,8.142000198,9.631999969,11.85400009,12.73400021
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.97159495,13.30817672,13.54082939,12.89703223,12.68857548,12.47689941,12.52354327,11.92542151,11.99719657,11.60251566,11.27230738,11.15696133,10.1632558,9.735718966,9.451932723,8.60032875,8.128537606,8.370931196,9.714825602,10.26897522,10.41408688,11.01011463,11.54312327,10.76592595,10.56397436,10.48343637,9.553456146,8.372811787,8.011519594,8.092526874
Cuba,CUB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.943999767,8.038000107,8.222999573,8.258999825,8.270000458,7.610000134,7.099999905,6.230000019,6.260000229,5.449999809,4.079999924,3.309999943,2.329999924,1.853999972,1.950000048,1.912999988,1.787999988,1.582999945,1.669999957,2.5,3.180000067,3.460000038,3.289999962,2.700000048,2.400000095,2,1.700000048,1.700000048,1.638000011,1.590000033
Curacao,CUW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.082000017,2.089999914,2.732000113,3.09100008,3.780999899,4.197000027,4.56099987,5.212999821,5.699999809,4.967000008,3.983999968,3.298000097,4.135000229,4.333000183,5.303999901,4.543000221,3.921999931,3.654999971,5.363999844,6.263000011,7.855999947,11.79500008,15.87100029,16.08799934,14.90799999,12.94999981,11.05200005,8.369999886,7.274000168,7.234000206
Czech Republic,CZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.269999981,3.15899992,4.320000172,4.296000004,4.024000168,3.894000053,4.270999908,5.903999805,8.48900032,8.762000084,7.991000175,7.019000053,7.544000149,8.210000038,7.927000046,7.147999763,5.320000172,4.392000198,6.662000179,7.278999805,6.710999966,6.978000164,6.953000069,6.107999802,5.046000004,3.950999975,2.890000105,2.243000031,1.932999969,1.909999967
Germany,DEU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.316999912,6.322999954,7.675000191,8.727999687,8.157999992,8.824999809,9.862999916,9.788000107,8.854999542,7.916999817,7.772999763,8.482000351,9.779000282,10.72700024,11.16699982,10.25,8.657999992,7.524000168,7.742000103,6.96600008,5.823999882,5.379000187,5.230999947,4.980999947,4.624000072,4.122000217,3.746000051,3.384000063,3.042999983,3.025000095
Djibouti,DJI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.42500019,10.5,10.64599991,10.67300034,10.68000031,10.70100021,10.68200016,10.67399979,10.74699974,10.71800041,10.7130003,10.79399967,10.80200005,10.72599983,10.62899971,10.42599964,10.2489996,10.18999958,10.58500004,10.68099976,10.68500042,10.70400047,10.72900009,10.64400005,10.58399963,10.51000023,10.38199997,10.25699997,10.29500008,10.32299995
Dominica,DMA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
